StudentID,name,gender,phone,Age,Classroom_id,Parent_id,ExtraCurricularActivityId,ExtraCurricularActivity,WAECID,MockId,WAEC_Maths,WAEC_English,WAEC_Civic,WAEC_Electronics,WAEC_Economics,WAEC_Biology,WAEC_Physics,WAEC_Chemistry,WAEC_Geography,WAEC_Accounting,WAEC_Commerce,WAEC_Government,WAEC_Book Keeping,Jamb,Maths,English,Civic,Electronics,Economics,Biology,Physics,Chemistry,Geography,Accounting,Commerce,Government,Book Keeping,SupportingParent,HighestParentEducation,Family_Size
27,Janene,0,2342540000000.0,16.1,3,127,1,1,27,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,52,52,59,63,57,0,0,0,0,57,54,53,54,0,2,4
28,Val,0,2347740000000.0,16.3,3,128,3,0,28,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,63,72,55,59,65,0,0,0,0,65,73,64,55,2,0,5
29,Kimberli,1,2348350000000.0,16.4,4,129,2,2,29,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,62,67,72,58,68,73,74,64,61,0,0,0,0,0,3,5
30,Kris,1,2344850000000.0,16.9,4,130,2,2,30,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,56,58,53,59,69,53,60,67,65,0,0,0,0,2,0,4
31,Sherlyn,1,2347640000000.0,16.8,3,131,1,1,31,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,50,66,52,61,59,0,0,0,0,69,58,61,63,2,2,5
32,Dana,0,2343210000000.0,17.1,4,132,1,1,32,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,73,69,69,58,57,59,63,65,63,0,0,0,0,0,3,4
33,Jerome,1,2342480000000.0,16.6,4,133,2,2,33,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,56,53,51,50,63,65,58,56,55,0,0,0,0,1,2,5
34,Hisako,1,2346190000000.0,16.4,4,134,2,2,34,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,68,61,61,56,62,60,62,64,63,0,0,0,0,2,1,6
35,Sang,1,2349390000000.0,16.9,3,135,1,1,35,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,73,55,56,56,70,0,0,0,0,59,72,65,73,0,2,4
36,Donnette,1,2348150000000.0,18.1,3,136,1,1,36,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,60,83,65,68,62,0,0,0,0,76,56,65,62,0,3,5
37,Olin,0,2345850000000.0,16.4,4,137,2,2,37,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,55,53,59,56,64,62,62,52,63,0,0,0,0,1,2,4
38,William,0,2347860000000.0,16.3,4,138,1,1,38,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,67,62,58,58,58,63,55,66,58,0,0,0,0,2,3,5
39,Leena,1,2343620000000.0,16.4,3,139,1,1,39,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,75,66,59,70,72,0,0,0,0,66,67,64,64,0,3,5
40,Joe,0,2348570000000.0,17.6,3,140,2,2,40,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,58,67,68,70,60,0,0,0,0,58,68,69,60,0,3,4
41,Harlan,1,2348140000000.0,17.3,3,141,1,1,41,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,74,57,61,57,65,0,0,0,0,65,56,62,63,2,3,6
42,Emery,0,2342680000000.0,16.6,3,142,1,1,42,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,59,48,55,52,45,0,0,0,0,51,51,59,50,2,0,4
43,Angel,1,2347540000000.0,16.2,4,143,1,1,43,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,56,66,63,58,63,70,72,70,73,0,0,0,0,2,1,5
44,Lincoln,1,2344150000000.0,16.4,4,144,3,0,44,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,61,67,96,65,69,65,96,86,71,0,0,0,0,0,0,5
45,Trenton,0,2343080000000.0,16.1,4,145,2,2,45,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,52,62,53,54,54,52,48,51,63,0,0,0,0,2,2,3
46,Arnette,0,2342130000000.0,16.8,4,146,2,2,46,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,59,56,54,53,47,60,53,48,52,0,0,0,0,2,2,5
47,Kristopher,1,2344780000000.0,17.6,3,147,1,1,47,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,57,58,55,68,65,0,0,0,0,58,60,63,71,0,2,6
48,Emeline,0,2349160000000.0,16.0,3,148,1,1,48,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,60,57,60,51,61,0,0,0,0,47,62,60,51,0,2,5
49,Kaila,1,2348040000000.0,16.7,3,149,1,1,49,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,68,73,58,68,68,0,0,0,0,50,65,65,64,0,2,4
50,Nick,1,2343080000000.0,17.0,4,150,2,2,50,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,59,71,64,63,69,69,62,57,56,0,0,0,0,0,2,5
51,Alease,1,2347180000000.0,16.3,4,151,1,1,51,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,57,68,60,61,68,64,55,72,64,0,0,0,0,2,3,4
52,Diego,0,2349800000000.0,16.1,4,152,3,0,52,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,62,55,60,55,63,62,67,73,63,0,0,0,0,2,0,4
53,Anneliese,1,2342260000000.0,16.7,4,153,1,1,53,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,62,74,60,55,61,72,73,87,67,0,0,0,0,0,3,6
54,Xavier,1,2346460000000.0,16.8,3,154,1,1,54,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,58,67,52,56,59,0,0,0,0,69,66,64,53,2,2,4
55,Winston,1,2346030000000.0,17.4,4,155,1,1,55,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,61,55,50,56,63,66,55,67,66,0,0,0,0,2,2,4
56,Winford,1,2347070000000.0,17.5,4,156,3,0,56,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,98,72,67,87,89,71,66,89,66,0,0,0,0,1,1,5
57,Fabian,1,2343200000000.0,16.6,4,157,1,1,57,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,58,63,68,56,72,71,56,55,70,0,0,0,0,1,3,5
58,Jess,0,2344150000000.0,16.2,3,158,1,1,58,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,49,51,58,64,53,0,0,0,0,61,62,56,58,0,2,4
59,Son,1,2342790000000.0,16.4,3,159,2,2,59,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,66,70,78,71,61,0,0,0,0,65,67,66,69,0,3,5
60,Theodore,1,2345760000000.0,16.9,3,160,1,1,60,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,69,70,69,72,83,0,0,0,0,69,61,94,58,0,1,5
61,Sima,1,2346300000000.0,16.6,3,161,1,1,61,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,58,53,53,61,70,0,0,0,0,58,72,64,63,1,2,5
62,Mafalda,1,2346230000000.0,17.3,3,162,1,1,62,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,61,62,72,68,65,0,0,0,0,68,57,63,58,2,1,4
63,Chris,0,2342300000000.0,17.3,4,163,1,1,63,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,62,59,68,53,65,57,62,55,57,0,0,0,0,0,3,5
64,Julene,1,2348620000000.0,16.4,4,164,2,2,64,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,68,64,73,58,62,61,56,59,59,0,0,0,0,0,2,6
65,Jesusa,1,2348110000000.0,16.2,3,165,2,2,65,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,55,58,55,74,61,0,0,0,0,65,57,56,62,0,2,5
66,Drew,0,2346270000000.0,16.0,3,166,3,0,66,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,66,89,70,72,71,0,0,0,0,90,62,72,68,2,3,6
67,Kena,0,2345170000000.0,16.8,4,167,2,2,67,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,66,61,52,50,58,64,74,58,52,0,0,0,0,0,3,5
68,Estell,0,2347650000000.0,16.1,3,168,2,2,68,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,49,53,65,64,61,0,0,0,0,69,46,53,54,0,2,4
69,Cleveland,1,2349180000000.0,17.5,4,169,1,1,69,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,60,56,61,60,63,72,60,57,70,0,0,0,0,0,2,4
70,Sung,1,2347320000000.0,16.7,4,170,1,1,70,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,65,71,55,55,68,55,57,55,61,0,0,0,0,1,1,4
71,Quinton,0,2349190000000.0,17.1,3,171,2,2,71,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,58,55,61,54,62,0,0,0,0,61,59,68,66,0,2,6
72,Ayanna,1,2345030000000.0,16.1,3,172,2,2,72,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,58,60,73,58,52,0,0,0,0,66,61,57,56,0,2,5
73,Cassi,1,2343170000000.0,16.4,3,173,1,1,73,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,59,53,51,56,68,0,0,0,0,53,63,56,53,1,2,5
74,Forrest,0,2344240000000.0,16.5,4,174,2,2,74,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,69,65,62,66,57,62,62,64,50,0,0,0,0,0,3,4
75,Amiee,1,2346280000000.0,16.4,4,175,1,1,75,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,52,66,59,62,62,62,63,55,61,0,0,0,0,0,2,5
76,Jeremy,0,2347140000000.0,17.5,4,176,2,2,76,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,54,69,61,57,53,63,60,68,49,0,0,0,0,0,2,5
77,Domenica,1,2348050000000.0,16.7,3,177,3,0,77,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,68,73,87,70,84,0,0,0,0,72,91,69,96,0,2,5
78,Dick,1,2348320000000.0,17.2,3,178,2,2,78,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,55,74,66,63,70,0,0,0,0,97,65,63,95,0,3,6
79,Carletta,1,2345180000000.0,16.1,4,179,2,2,79,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,70,73,64,65,69,58,60,55,71,0,0,0,0,2,3,4
80,Francene,1,2346810000000.0,16.4,4,180,1,1,80,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,70,58,75,68,64,63,69,66,60,0,0,0,0,0,3,5
81,Vinnie,1,2345030000000.0,16.5,4,181,1,1,81,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,73,56,58,55,51,64,71,62,50,0,0,0,0,2,2,5
82,Janee,0,2349350000000.0,16.6,4,182,2,2,82,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,69,51,69,66,52,60,55,62,59,0,0,0,0,0,3,4
83,Cornell,1,2346700000000.0,16.4,4,183,1,1,83,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,66,71,66,69,67,63,63,56,55,0,0,0,0,0,0,4
84,Bernard,0,2349130000000.0,17.2,4,184,1,1,84,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,61,68,51,65,67,69,63,46,53,0,0,0,0,0,2,5
85,Janyce,1,2346100000000.0,16.8,4,185,3,0,85,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,97,80,97,69,74,98,81,77,93,0,0,0,0,0,3,4
86,Paz,1,2344040000000.0,16.4,4,186,1,1,86,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,63,67,60,71,73,65,59,57,67,0,0,0,0,2,3,5
87,Chu,0,2347520000000.0,15.8,1,187,2,2,87,186,53,60,57,65,69,0,0,0,0,50,54,59,58,185.0,54,54,59,64,62,0,0,0,0,53,53,59,57,0,2,5
88,Lorenzo,0,2344300000000.0,15.9,1,188,3,0,88,187,60,69,70,73,68,0,0,0,0,69,80,63,66,200.0,64,68,74,63,61,0,0,0,0,68,66,60,58,1,2,5
89,Michal,0,2348040000000.0,16.1,1,189,3,0,89,188,70,68,74,75,94,0,0,0,0,67,58,69,95,280.0,66,64,100,65,82,0,0,0,0,67,61,62,68,0,2,5
90,Zackary,1,2349790000000.0,16.0,2,190,1,1,90,189,69,68,72,54,60,69,51,66,54,0,0,0,0,201.0,68,59,62,56,63,69,57,68,55,0,0,0,0,2,2,4
91,Raymonde,1,2342510000000.0,16.2,2,191,1,1,91,190,86,69,84,64,77,70,70,59,65,0,0,0,0,205.0,68,74,74,62,76,64,60,55,60,0,0,0,0,0,3,5
92,Carmelina,1,2348160000000.0,16.4,2,192,1,1,92,191,86,61,70,84,67,61,94,76,64,0,0,0,0,209.0,87,63,64,92,73,62,95,78,64,0,0,0,0,0,3,5
93,Grover,1,2343370000000.0,15.8,1,193,2,2,93,192,68,63,54,64,62,0,0,0,0,56,84,57,64,192.0,72,73,55,73,64,0,0,0,0,55,69,56,71,2,1,5
94,Annett,0,2342020000000.0,15.6,2,194,1,1,94,193,50,52,55,48,58,45,48,64,55,0,0,0,0,159.0,52,47,55,47,50,49,45,62,58,0,0,0,0,2,0,4
95,Elroy,1,2343160000000.0,16.0,1,195,2,2,95,194,60,73,96,94,70,0,0,0,0,66,58,66,72,215.0,62,61,66,68,62,0,0,0,0,74,63,58,71,2,3,6
96,Carey,1,2345760000000.0,16.4,2,196,3,0,96,195,65,74,85,85,68,89,66,85,61,0,0,0,0,200.0,65,73,69,68,66,96,68,73,63,0,0,0,0,1,2,4
97,Tiffaney,1,2347470000000.0,15.5,2,197,2,2,97,196,56,66,60,67,61,64,66,47,67,0,0,0,0,196.0,57,67,74,72,61,60,65,74,69,0,0,0,0,2,1,6
98,Martin,1,2348280000000.0,16.1,2,198,2,2,98,197,55,71,98,66,89,68,64,51,61,0,0,0,0,197.0,55,74,69,68,71,57,63,50,60,0,0,0,0,0,2,4
99,Willodean,1,2344640000000.0,15.5,2,199,3,0,99,198,65,67,83,66,98,81,71,60,72,0,0,0,0,228.0,69,67,95,69,82,65,96,68,94,0,0,0,0,2,1,5
100,Jenine,0,2344250000000.0,15.7,1,200,3,0,100,199,72,72,73,72,64,0,0,0,0,89,64,73,69,209.0,61,65,73,90,60,0,0,0,0,71,60,64,67,0,0,4
101,Erminia,0,2345030000000.0,15.3,1,201,1,1,101,200,62,44,46,39,56,0,0,0,0,44,55,73,11,110.0,57,47,54,55,58,0,0,0,0,45,54,61,56,2,2,6
102,Abram,0,2349490000000.0,15.7,2,202,1,1,102,201,72,67,60,59,64,100,75,58,63,0,0,0,0,198.0,69,56,62,59,63,68,66,54,56,0,0,0,0,0,1,5
103,Alethea,0,2344200000000.0,15.1,2,203,2,2,103,202,65,79,49,68,60,43,55,46,50,0,0,0,0,182.0,68,68,52,68,63,66,55,50,49,0,0,0,0,0,2,4
104,Bertram,0,2349760000000.0,15.9,1,204,2,2,104,203,65,68,59,57,61,0,0,0,0,73,62,69,53,193.0,68,63,59,59,61,0,0,0,0,70,62,69,52,0,3,5
105,Elmer,0,2343610000000.0,15.9,1,205,1,1,105,204,68,62,70,53,49,0,0,0,0,55,70,77,55,176.0,66,72,67,53,51,0,0,0,0,59,64,74,63,0,3,5
106,Chung,0,2345640000000.0,16.5,2,206,2,2,106,205,61,54,50,60,47,65,71,48,57,0,0,0,0,195.0,64,50,51,59,52,69,63,69,59,0,0,0,0,1,3,5
107,Cheree,1,2347660000000.0,15.3,2,207,1,1,107,206,71,55,57,68,67,69,62,54,70,0,0,0,0,186.0,72,56,62,64,67,57,71,59,63,0,0,0,0,0,2,5
108,Mauricio,0,2346060000000.0,14.7,1,208,2,2,108,207,58,49,67,50,60,0,0,0,0,54,57,56,52,197.0,62,46,64,48,63,0,0,0,0,50,56,63,56,0,2,5
109,Arla,1,2347080000000.0,14.5,1,209,3,0,109,208,97,96,66,80,70,0,0,0,0,71,64,66,73,222.0,68,65,65,90,72,0,0,0,0,67,74,68,62,0,2,4
110,Kindra,0,2344130000000.0,15.1,2,210,2,2,110,209,99,56,72,57,56,62,70,63,95,0,0,0,0,199.0,68,58,69,58,58,56,64,61,69,0,0,0,0,0,2,6
111,Lashandra,0,2346370000000.0,15.7,1,211,2,2,111,210,70,67,56,57,71,0,0,0,0,74,62,63,57,180.0,63,55,56,58,64,0,0,0,0,61,56,55,58,1,2,6
112,Ferdinand,1,2346240000000.0,15.9,2,212,2,2,112,211,41,10,74,46,50,58,68,46,62,0,0,0,0,151.0,60,69,71,50,53,61,71,73,58,0,0,0,0,0,0,5
113,Sherly,1,2347640000000.0,15.2,2,213,1,1,113,212,58,65,68,69,97,71,67,74,82,0,0,0,0,191.0,59,57,66,69,73,95,69,60,83,0,0,0,0,0,1,5
114,Maye,0,2342040000000.0,15.5,2,214,1,1,114,213,51,53,51,54,65,45,68,55,60,0,0,0,0,183.0,69,50,54,50,60,47,59,55,62,0,0,0,0,1,2,6
115,Deane,1,2342200000000.0,15.2,2,215,2,2,115,214,58,81,71,66,59,76,53,70,57,0,0,0,0,206.0,54,68,66,65,64,69,57,60,56,0,0,0,0,0,2,6
116,Assunta,0,2347070000000.0,15.6,1,216,1,1,116,215,67,62,51,57,64,0,0,0,0,60,62,66,50,195.0,67,64,53,61,57,0,0,0,0,51,63,58,52,0,2,6
117,Hank,0,2347850000000.0,15.7,1,217,3,0,117,216,65,74,97,90,89,0,0,0,0,70,71,100,65,296.0,65,74,72,90,93,0,0,0,0,72,67,79,69,2,3,6
118,Sharita,1,2347730000000.0,16.6,2,218,1,1,118,217,97,69,74,67,52,63,64,8,69,0,0,0,0,183.0,70,66,65,66,56,60,62,62,72,0,0,0,0,1,3,6
119,Galen,1,2347050000000.0,15.7,2,219,1,1,119,218,58,72,51,58,60,52,67,16,54,0,0,0,0,188.0,56,66,54,54,63,54,67,51,50,0,0,0,0,1,2,6
120,Millard,0,2346830000000.0,17.0,1,220,1,1,120,219,66,58,62,57,62,0,0,0,0,59,72,61,71,179.0,59,56,61,57,60,0,0,0,0,60,71,64,73,0,1,4
121,Oralee,1,2347370000000.0,16.7,2,221,1,1,121,220,58,67,59,72,55,66,58,42,59,0,0,0,0,120.0,56,65,57,67,59,55,55,55,57,0,0,0,0,1,2,5
122,Mendy,0,2342520000000.0,15.5,1,222,2,2,122,221,52,54,61,52,62,0,0,0,0,60,71,42,57,121.0,51,45,50,47,63,0,0,0,0,58,61,45,56,1,2,6
123,Darryl,0,2346510000000.0,16.6,1,223,2,2,123,222,72,69,57,65,63,0,0,0,0,57,53,65,63,122.0,61,66,51,61,57,0,0,0,0,57,52,58,53,2,3,5
124,Randy,1,2348080000000.0,15.3,2,224,3,0,124,223,60,68,91,72,74,73,95,97,100,0,0,0,0,290.0,70,73,95,77,72,82,97,100,80,0,0,0,0,0,3,5
125,Agustin,1,2349200000000.0,15.2,2,225,1,1,125,224,67,63,89,66,72,69,60,42,60,0,0,0,0,194.0,72,73,65,66,61,68,63,68,62,0,0,0,0,0,2,4
126,Odell,0,2349080000000.0,14.0,1,226,1,1,126,225,55,66,71,61,55,0,0,0,0,72,59,61,45,185.0,55,70,61,64,63,0,0,0,0,62,55,61,50,0,3,5
127,Miguelina,1,2347740000000.0,16.1,1,227,1,1,127,226,57,67,62,59,65,0,0,0,0,60,65,55,72,192.0,58,67,60,55,55,0,0,0,0,55,63,56,67,1,1,3
128,Tony,1,2347210000000.0,15.8,2,228,2,2,128,227,55,55,61,69,84,63,72,50,68,0,0,0,0,177.0,51,58,63,59,68,72,60,64,66,0,0,0,0,0,2,6
129,Gerry,0,2348050000000.0,15.8,1,229,2,2,129,228,53,55,55,53,83,0,0,0,0,55,68,51,47,189.0,54,56,56,51,68,0,0,0,0,60,63,54,49,0,2,5
130,Wesley,0,2342150000000.0,15.9,1,230,1,1,130,229,69,58,56,61,67,0,0,0,0,67,82,61,89,229.0,68,51,58,60,66,0,0,0,0,69,68,63,66,2,1,6
131,Jamika,1,2347580000000.0,16.1,1,231,3,0,131,230,97,77,94,60,74,0,0,0,0,83,73,85,89,250.0,97,84,92,62,65,0,0,0,0,98,70,65,100,0,2,5
132,Adrian,1,2347750000000.0,16.0,2,232,2,2,132,231,64,65,57,64,52,69,67,59,69,0,0,0,0,171.0,50,55,53,59,50,58,69,58,55,0,0,0,0,1,0,5
133,Craig,0,2349850000000.0,16.2,2,233,1,1,133,232,58,64,72,58,59,53,66,67,38,0,0,0,0,179.0,66,52,67,60,52,52,62,66,55,0,0,0,0,1,3,5
134,Myrl,0,2347630000000.0,15.7,2,234,3,0,134,233,55,73,61,70,73,74,81,47,70,0,0,0,0,193.0,68,71,71,65,69,61,67,72,64,0,0,0,0,0,0,5
135,Porfirio,1,2347030000000.0,15.5,2,235,3,0,135,234,71,79,91,96,80,66,62,63,96,0,0,0,0,304.0,95,96,76,98,80,65,72,74,72,0,0,0,0,1,3,4
136,Karlyn,1,2342090000000.0,15.3,1,236,1,1,136,235,73,64,63,60,68,0,0,0,0,70,69,48,74,187.0,60,60,51,64,60,0,0,0,0,65,58,53,61,1,2,4
137,Eugenio,1,2347270000000.0,16.7,2,237,1,1,137,236,58,65,66,66,50,65,59,55,56,0,0,0,0,196.0,57,61,68,57,53,65,66,55,52,0,0,0,0,2,0,5
138,Lester,0,2345410000000.0,15.5,1,238,2,2,138,237,54,57,71,66,64,0,0,0,0,50,67,55,88,177.0,50,52,68,68,61,0,0,0,0,50,68,55,65,2,3,5
139,Jonathan,0,2347180000000.0,15.0,1,239,1,1,139,238,54,62,48,64,94,0,0,0,0,56,47,54,52,181.0,52,62,52,57,68,0,0,0,0,57,53,51,54,2,3,4
140,Zachariah,0,2344160000000.0,16.2,2,240,1,1,140,239,58,57,63,58,45,57,42,50,65,0,0,0,0,179.0,57,48,60,50,48,64,56,54,58,0,0,0,0,1,0,5
141,Catrice,1,2346270000000.0,15.5,1,241,2,2,141,240,61,56,58,86,56,0,0,0,0,64,68,52,61,190.0,72,57,58,68,54,0,0,0,0,72,65,53,56,1,2,5
142,Jess,1,2342780000000.0,17.0,2,242,3,0,142,241,65,67,88,84,73,65,67,45,67,0,0,0,0,201.0,69,68,65,84,68,67,72,69,69,0,0,0,0,0,2,5
